Formula,Energy above hull [eV/atom],Heat of formation [eV/atom],Magnetic,Layer group,Band gap (PBE) [eV],Band gap (G₀W₀) [eV],Band gap (HSE06) [eV] ▲,Direct band gap (PBE) [eV],Direct band gap (G₀W₀) [eV],Direct band gap (HSE06) [eV],CBM wrt. vacuum (PBE) [eV],Fermi level wrt. vacuum (PBE) [eV],VBM (vs. avg. vacuum) (PBE) [eV],VBM wrt. vacuum (PBE) [eV],Energy [eV],"Magnetic anisotropy energy, xz [meV/unit cell]","Magnetic anisotropy energy, yz [meV/unit cell]",Stoichiometry,Vacuum level [eV]
W2Mo2S8,0.0,-0.9,0,pm2m,1.532,,2.062,1.532,,2.062,-4.172,-4.938,,-5.704,-88.804,0.0,0.0,ABC4,4.584
W2Mo2Se8,0.0,-0.653,0,pm2m,1.27,,1.749,1.27,,1.749,-3.782,-4.417,,-5.052,-81.079,0.0,0.0,ABC4,4.635
W2Mo2Te8,0.011,-0.207,0,pm2m,0.862,,1.279,0.862,,1.279,-3.743,-4.173,,-4.604,-73.497,0.0,0.0,ABC4,4.791
Mo2Zn2O8,0.054,-1.845,0,p112/a,2.915,,4.853,3.062,,4.948,-4.693,-6.151,,-7.608,-87.906,0.0,0.0,ABC4,2.059
Nb2Rh2Te8,0.0,-0.477,0,p2_1/m11,0.081,,,0.081,,,-4.498,-4.538,,-4.579,-66.314,0.0,0.0,ABC4,2.342
Sb4I4Zn2O6,0.001,-1.081,0,pm2_1n,2.319,,3.35,2.335,,3.378,-4.165,-5.325,,-6.484,-73.953,0.0,0.0,AB2C2D3,2.461
Hf2Ti2Br3S4Cl,0.0,-1.497,0,p1,0.0,,,0.0,,,,-4.97,,,-69.208,0.0,0.0,AB2C2D3E4,4.053
Ir2Pd2Br3S4Cl,0.059,-0.374,0,pm11,0.0,,,0.0,,,,-5.521,,,-53.535,0.0,0.0,AB2C2D3E4,3.997
Hf4Se2Br3S2Cl,0.008,-1.443,0,cmm2,0.0,,,0.0,,,,-4.647,,,-68.996,0.0,0.0,AB2C2D3E4,4.144
Sb2P2O8,0.005,-1.864,0,p2_1/m11,4.374,,5.77,4.475,,5.904,-2.357,-4.544,,-6.731,-82.903,0.0,0.0,ABC4,1.452
Sc2P2S8,0.0,-0.949,0,p-1,1.896,,3.2,2.0,,3.322,-4.616,-5.563,,-6.511,-64.063,0.0,0.0,ABC4,1.896
Sc2Se8P2,0.0,-0.746,0,p-1,1.171,,2.154,1.171,,2.154,-4.721,-5.307,,-5.892,-56.868,0.0,0.0,ABC4,1.949
Ta2Rh2S8,0.0,-0.849,0,p2_1/m11,0.463,,1.231,0.463,,1.231,-5.44,-5.672,,-5.903,-76.737,0.0,0.0,ABC4,2.105
Ta2Rh2Te8,0.0,-0.444,0,p2_1/m11,0.076,,0.001,0.076,,0.001,-4.372,-4.41,,-4.448,-64.89,0.0,0.0,ABC4,2.343
Zr2Se8Si2,0.094,-0.815,0,pm2_1n,1.012,,1.787,1.073,,1.82,-4.106,-4.612,,-5.118,-63.241,0.0,0.0,ABC4,2.165
Zr2Te8Si2,0.005,-0.487,0,pm2_1n,0.574,,1.191,0.574,,1.191,-3.986,-4.272,,-4.559,-57.088,0.0,0.0,ABC4,2.296
Zr2Sn2S8,0.043,-0.954,0,pm2_1n,1.072,,1.937,1.111,,1.97,-4.42,-4.956,,-5.491,-66.997,0.0,0.0,ABC4,2.029
Zr2Sn2Se8,0.012,-0.851,0,pm2_1n,0.887,,1.636,0.99,,1.694,-4.184,-4.628,,-5.072,-60.991,0.0,0.0,ABC4,2.123
Zr2Sn2Te8,0.012,-0.551,0,pm2_1n,0.498,,1.029,0.568,,1.087,-4.042,-4.291,,-4.54,-55.173,0.0,0.0,ABC4,2.263
Bi2I4GeSe2,0.007,-0.411,0,cm11,0.763,,1.419,0.896,,1.57,-5.053,-5.434,,-5.816,-30.444,0.0,0.0,AB2C2D4,3.305
Zr2Te8Ti2,0.118,-0.68,0,pm2m,0.117,,0.744,0.159,,0.777,-5.155,-5.213,,-5.272,-61.981,0.0,0.0,ABC4,4.13
W2V2S8,0.014,-0.862,0,pm2m,0.0,,,0.0,,,,-5.873,,,-82.992,0.0,0.0,ABC4,4.305
W2V2Se8,0.024,-0.627,1,pm2m,0.0,,,0.0,,,,-5.351,,,-75.404,-2.498,-2.525,ABC4,4.4
W2Te8V2,0.045,-0.184,1,pm2m,0.0,,,0.0,,,,-4.86,,,-67.87,7.869,7.858,ABC4,4.692
W2Zn2O8,0.021,-1.98,0,p112/a,3.37,,5.335,3.514,,5.375,-4.242,-5.927,,-7.612,-90.088,0.0,0.0,ABC4,2.101
I4KAlO12,0.031,-0.683,0,p-1,3.107,,4.572,3.107,,4.61,-3.996,-5.55,,-7.103,-84.661,0.0,0.0,ABC4D12,2.051
Au2C4O8F4,0.025,-1.192,0,p2_1/b11,0.0,,,0.0,,,,-5.895,,,-111.936,0.0,0.0,AB2C2D4,0.88
I4AlLiO12,0.029,-0.685,0,p-1,2.704,,4.112,2.76,,4.272,-4.719,-6.071,,-7.423,-85.364,0.0,0.0,ABC4D12,2.323
I4NaAlO12,0.029,-0.676,0,p-1,2.813,,4.269,2.819,,4.369,-4.604,-6.011,,-7.418,-84.623,0.0,0.0,ABC4D12,2.23
Ca2Br4O4H8,0.0,-1.429,0,pman,4.906,,6.093,4.954,,6.15,-2.397,-4.85,,-7.303,-83.183,0.0,0.0,AB2C2D4,1.203
Ca2Br4S4H8,0.0,-0.82,0,pman,4.708,,5.884,4.708,,5.884,-2.233,-4.587,,-6.942,-68.033,0.0,0.0,AB2C2D4,1.415
Ca2Cl4O4H8,0.006,-1.534,0,pman,5.714,,7.085,5.762,,7.148,-2.166,-5.023,,-7.88,-85.86,0.0,0.0,AB2C2D4,1.195
Ca2S4Cl4H8,0.009,-0.922,0,pman,5.219,,6.475,5.243,,6.497,-2.036,-4.646,,-7.255,-70.673,0.0,0.0,AB2C2D4,1.439
Ca2O4F4H8,0.064,-2.014,0,pman,6.025,,7.966,6.025,,7.966,-2.159,-5.172,,-8.184,-93.712,0.0,0.0,AB2C2D4,1.185
Ca2S4F4H8,0.073,-1.396,0,pman,5.072,,6.255,5.072,,6.255,-2.07,-4.606,,-7.142,-78.413,0.0,0.0,AB2C2D4,1.579
I4Ca2O4H8,0.0,-1.292,0,pman,4.191,,5.179,4.213,,5.199,-2.349,-4.445,,-6.541,-80.295,0.0,0.0,AB2C2D4,1.334
I4KGaO12,0.026,-0.526,0,p-1,2.984,,4.402,2.994,,4.405,-4.143,-5.635,,-7.127,-80.999,0.0,0.0,ABC4D12,2.038
I4Ca2S4H8,0.0,-0.685,0,pman,3.93,,5.166,3.93,,5.166,-2.353,-4.318,,-6.283,-65.181,0.0,0.0,AB2C2D4,1.487
I4GaLiO12,0.02,-0.532,0,p-1,2.69,,4.051,2.769,,4.197,-4.732,-6.077,,-7.422,-81.777,0.0,0.0,ABC4D12,2.301
I4GaNaO12,0.019,-0.522,0,p-1,2.731,,4.098,2.776,,4.133,-4.695,-6.06,,-7.426,-81.02,0.0,0.0,ABC4D12,2.206
InI4LiO12,0.0,-0.548,0,p-1,2.788,,4.136,2.86,,4.311,-4.238,-5.632,,-7.026,-81.915,0.0,0.0,ABC4D12,2.31
Sr2Br4O4H8,0.01,-1.444,0,pman,4.809,,5.989,4.821,,6.004,-2.464,-4.869,,-7.273,-82.768,0.0,0.0,AB2C2D4,1.2
Sr2Br4S4H8,0.003,-0.842,0,pman,4.689,,5.813,4.689,,5.813,-2.343,-4.688,,-7.032,-67.746,0.0,0.0,AB2C2D4,1.415
Sr2Cl4O4H8,0.023,-1.544,0,pman,5.57,,6.943,5.627,,6.991,-2.249,-5.034,,-7.819,-85.378,0.0,0.0,AB2C2D4,1.193
InI4NaO12,0.0,-0.517,0,p-1,2.81,,4.2,2.839,,4.234,-4.652,-6.057,,-7.462,-80.775,0.0,0.0,ABC4D12,2.204
Sr2O4F4H8,0.074,-2.005,0,pman,5.779,,7.695,5.779,,7.695,-2.233,-5.123,,-8.012,-92.876,0.0,0.0,AB2C2D4,1.182
Sr2I4O4H8,0.0,-1.31,0,pman,4.111,,5.091,4.115,,5.095,-2.435,-4.49,,-6.545,-79.944,0.0,0.0,AB2C2D4,1.323
TlI4LiO12,0.0,-0.395,0,p-1,2.17,,3.421,2.198,,3.459,-5.239,-6.324,,-7.409,-78.906,0.0,0.0,ABC4D12,2.258
Sr2I4S4H8,0.0,-0.71,0,pman,4.042,,4.991,4.053,,5.002,-2.328,-4.349,,-6.369,-64.943,0.0,0.0,AB2C2D4,1.488
TlI4NaO12,0.006,-0.388,0,p-1,2.078,,3.313,2.108,,3.364,-5.364,-6.403,,-7.442,-78.198,0.0,0.0,ABC4D12,2.174
K2B2O8H8,0.027,-1.564,0,p-1,4.387,,6.126,4.387,,6.126,-1.237,-3.431,,-5.624,-114.727,0.0,0.0,ABC4D4,0.829
K2S8B2H8,0.0,-0.483,0,p-1,4.058,,5.161,4.058,,5.161,-1.63,-3.659,,-5.688,-84.724,0.0,0.0,ABC4D4,1.089
Li2B2O8H8,0.028,-1.594,0,p-1,4.88,,6.616,4.88,,6.616,-1.171,-3.611,,-6.05,-116.658,0.0,0.0,ABC4D4,0.915
Na2B2O8H8,0.014,-1.563,0,p-1,4.681,,6.454,4.681,,6.454,-1.308,-3.649,,-5.99,-114.864,0.0,0.0,ABC4D4,0.829
Na2S8B2H8,0.0,-0.448,0,p-1,4.088,,5.21,4.088,,5.21,-1.618,-3.662,,-5.707,-84.211,0.0,0.0,ABC4D4,1.116
CdCl2C4N2H4,0.141,-0.27,0,p2/m11,2.176,,3.619,2.318,,3.798,-4.154,-5.242,,-6.33,-74.89,0.0,0.0,AB2C2D4E4,1.316
In8I6BrS4Cl,0.037,-0.567,0,cm11,1.284,,1.965,1.353,,2.062,-4.592,-5.234,,-5.876,-61.999,0.0,0.0,ABC4D6E8,3.891
I6Sc8Se4SCl,0.0,-1.523,0,p1,0.0,,,0.0,,,,-3.989,,,-96.404,0.0,0.0,ABC4D6E8,4.789
Ti8SeSCl6N4,0.002,-1.605,0,pm11,0.0,,,0.0,,,,-4.721,,,-137.296,0.0,0.0,ABC4D6E8,5.269
Mo2As2O10,0.087,-1.544,1,p4/n,0.0,,,0.0,,,,-5.866,,,-104.59,-0.181,-0.181,ABC5,1.532
Nb2Cr2S10,0.0,-0.761,1,p2_1/m11,0.0,,,0.0,,,,-4.92,,,-90.905,-0.158,-0.092,ABC5,2.416
Nb2Cr2Se10,0.005,-0.613,1,p2_1/m11,0.0,,,0.0,,,,-4.653,,,-82.886,0.154,-0.41,ABC5,2.541
Nb2Te10Cr2,0.003,-0.313,1,p2_1/m11,0.075,,0.029,0.096,,0.029,-4.281,-4.318,,-4.355,-75.895,2.128,-0.773,ABC5,2.741
I2Mn7GaBr4S4Cl2,0.067,-0.603,1,p1,0.129,,,0.222,,,-5.047,-5.111,,-5.175,-112.15,0.443,0.262,AB2C2D4E4F7,4.247
Ta2Cr2S10,0.017,-0.753,1,p2_1/m11,0.0,,,0.0,,,,-4.853,,,-89.779,-0.172,-0.049,ABC5,2.42
Ta2Cr2Se10,0.004,-0.593,1,p2_1/m11,0.0,,,0.0,,,,-4.613,,,-81.58,0.411,0.312,ABC5,2.554
Ta2Te10Cr2,0.006,-0.267,1,p2_1/m11,0.014,,,0.045,,,-4.243,-4.25,,-4.256,-74.238,1.774,1.474,ABC5,2.738
Mo2P2O10,0.0,-2.064,1,p4/n,1.04,,3.024,1.11,,3.047,-4.853,-5.373,,-5.893,-113.273,-0.174,-0.174,ABC5,1.465
Mo2V2O10,0.0,-2.166,1,p4/n,0.003,,1.837,0.003,,1.837,-5.67,-5.671,,-5.673,-121.016,-0.081,-0.081,ABC5,1.328
Nb2Ni2S10,0.052,-0.565,0,pmma,0.0,,,0.0,,,,-5.97,,,-83.837,0.0,0.0,ABC5,2.052
Nb2Ni2Se10,0.0,-0.531,0,pmma,0.0,,,0.0,,,,-5.37,,,-77.414,0.0,0.0,ABC5,2.138
Nb2Te10Ni2,0.013,-0.338,0,pmma,0.0,,,0.0,,,,-4.711,,,-71.934,0.0,0.0,ABC5,2.232
Nb2Pd2S10,0.077,-0.542,0,pmma,0.0,,,0.0,,,,-5.897,,,-76.659,0.0,0.0,ABC5,2.061
Nb2Pd2Se10,0.011,-0.537,0,pmma,0.0,,,0.0,,,,-5.276,,,-70.632,0.0,0.0,ABC5,2.117
Nb2Pd2Te10,0.006,-0.385,0,pmma,0.0,,,0.0,,,,-4.686,,,-65.733,0.0,0.0,ABC5,2.216
Pt2Nb2S10,0.056,-0.597,0,pmma,0.0,,,0.0,,,,-5.915,,,-82.504,0.0,0.0,ABC5,2.096
Pt2Nb2Se10,0.01,-0.569,0,pmma,0.0,,,0.0,,,,-5.269,,,-76.15,0.0,0.0,ABC5,2.149
NiCl2C6N2H4,0.181,-0.081,1,pm2m,0.858,,2.638,1.013,,2.882,-4.289,-4.717,,-5.146,-97.36,0.071,0.437,AB2C2D4E6,1.165
Pt2Nb2Te10,0.0,-0.412,0,pmma,0.0,,,0.0,,,,-4.709,,,-71.183,0.0,0.0,ABC5,2.265
Ta2Ni2S10,0.06,-0.58,0,pmma,0.0,,,0.0,,,,-6.004,,,-83.029,0.0,0.0,ABC5,2.062
Ta2Ni2Se10,0.0,-0.524,0,pmma,0.0,,,0.0,,,,-5.356,,,-76.286,0.0,0.0,ABC5,2.146
Ta2Te10Ni2,0.012,-0.301,0,pmma,0.0,,,0.0,,,,-4.695,,,-70.387,0.0,0.0,ABC5,2.237
V2P2O10,0.0,-2.218,0,p4/nmm,1.566,,4.032,1.785,,4.38,-6.12,-6.903,,-7.687,-110.067,0.0,0.0,ABC5,1.341
Ta2Pd2S10,0.073,-0.559,0,pmma,0.0,,,0.0,,,,-5.937,,,-75.878,0.0,0.0,ABC5,2.073
Ta2Pd2Se10,0.0,-0.531,0,pmma,0.0,,,0.0,,,,-5.269,,,-69.532,0.0,0.0,ABC5,2.126
Ta2Pd2Te10,0.0,-0.351,0,pmma,0.0,,,0.0,,,,-4.677,,,-64.236,0.0,0.0,ABC5,2.207
Ta2Pt2S10,0.049,-0.615,0,pmma,0.0,,,0.0,,,,-5.959,,,-81.733,0.0,0.0,ABC5,2.108
Ta2Pt2Se10,0.002,-0.564,0,pmma,0.0,,,0.0,,,,-5.293,,,-75.061,0.0,0.0,ABC5,2.16
Ta2Pt2Te10,0.007,-0.377,0,pmma,0.0,,,0.0,,,,-4.683,,,-69.665,0.0,0.0,ABC5,2.254
Ta2Te10V2,0.015,-0.3,1,p2_1/m11,0.003,,,0.051,,,-4.264,-4.265,,-4.267,-72.927,-1.512,-1.98,ABC5,2.783
W2V2O10,0.033,-2.246,1,p4/n,0.386,,2.642,0.386,,2.642,-5.242,-5.435,,-5.628,-122.7,-0.212,-0.212,ABC5,1.335
K2Se2MgO8H4,0.0,-1.405,0,p-1,4.373,,5.701,4.389,,5.715,-1.263,-3.45,,-5.636,-89.199,0.0,0.0,AB2C2D4E8,1.384
K2Se2MgS8H4,0.084,-0.404,0,p-1,1.957,,2.966,1.957,,2.966,-3.269,-4.247,,-5.226,-63.81,0.0,0.0,AB2C2D4E8,1.522
AuAgF6,0.0,-1.156,0,cmmm,0.181,,0.272,0.2,,0.272,-7.901,-7.991,,-8.082,-24.741,0.0,0.0,ABC6,1.976
Te2K2MgO8H4,0.02,-1.461,0,p-1,3.982,,5.31,4.037,,5.392,-1.688,-3.679,,-5.67,-89.595,0.0,0.0,AB2C2D4E8,1.423
Te2K2MgS8H4,0.046,-0.462,0,p-1,2.345,,3.338,2.345,,3.338,-3.093,-4.265,,-5.437,-64.251,0.0,0.0,AB2C2D4E8,1.618
AgGeCl6,0.109,-0.612,1,c211,0.272,,1.23,0.377,,1.322,-6.761,-6.897,,-7.033,-22.963,-0.046,-0.02,ABC6,2.596
AgGeF6,0.0,-2.047,1,p-1,0.575,,2.553,0.773,,2.72,-8.231,-8.518,,-8.806,-33.248,-0.403,-0.527,ABC6,1.166
MgS2Li2O8H4,0.063,-1.567,0,p-1,4.729,,6.02,4.849,,6.148,-1.075,-3.44,,-5.804,-94.481,0.0,0.0,AB2C2D4E8,1.41
PtAgBr6,0.0,-0.29,0,c211,0.0,,,0.0,,,,-6.404,,,-21.023,0.0,0.0,ABC6,2.64
Se2MgLi2O8H4,0.006,-1.42,0,p-1,4.649,,6.07,4.738,,6.176,-1.308,-3.633,,-5.958,-90.8,0.0,0.0,AB2C2D4E8,1.407
Te2MgLi2O8H4,0.044,-1.481,0,p-1,4.041,,5.434,4.225,,5.637,-1.658,-3.678,,-5.699,-91.271,0.0,0.0,AB2C2D4E8,1.383
Te2MgS8Li2H4,0.052,-0.433,0,p-1,2.083,,3.019,2.083,,3.019,-3.573,-4.615,,-5.656,-65.084,0.0,0.0,AB2C2D4E8,1.765
AuSnF6,0.0,-1.94,1,p-1,0.564,,2.42,0.768,,2.638,-7.319,-7.601,,-7.883,-32.23,-2.304,-3.336,ABC6,1.196
AuTlI6,0.058,-0.139,0,c211,0.622,,1.359,0.709,,1.44,-5.356,-5.668,,-5.979,-15.611,0.0,0.0,ABC6,2.821
Na2MgS2O8H4,0.053,-1.541,0,p-1,4.454,,5.738,4.483,,5.771,-1.155,-3.382,,-5.609,-92.874,0.0,0.0,AB2C2D4E8,1.327
Se2Na2MgO8H4,0.0,-1.399,0,p-1,4.574,,5.983,4.611,,5.999,-1.378,-3.665,,-5.953,-89.268,0.0,0.0,AB2C2D4E8,1.342
Se2Na2MgS8H4,0.08,-0.374,0,p-1,2.104,,3.123,2.111,,3.128,-3.449,-4.501,,-5.553,-63.479,0.0,0.0,AB2C2D4E8,1.579
ZrCoBr6,0.0,-0.993,1,c211,0.388,,2.696,0.412,,2.71,-5.182,-5.376,,-5.57,-33.085,-0.025,-0.156,ABC6,2.952
Te2Na2MgO8H4,0.016,-1.453,0,p-1,3.996,,5.384,4.086,,5.459,-1.828,-3.826,,-5.824,-89.638,0.0,0.0,AB2C2D4E8,1.397
Te2Na2MgS8H4,0.024,-0.43,0,p-1,2.339,,3.344,2.34,,3.351,-3.274,-4.444,,-5.613,-63.881,0.0,0.0,AB2C2D4E8,1.663
Cu2Se5P2S,0.021,-0.113,0,p1,0.0,,,0.0,,,,-5.436,,,-40.699,0.0,0.0,AB2C2D5,3.572
MnCuCl6,0.0,-0.73,1,c211,0.546,,2.258,0.558,,2.278,-6.486,-6.759,,-7.032,-29.94,0.002,0.047,ABC6,2.69
HfFeBr6,0.0,-0.957,0,p312,0.938,,3.395,0.948,,3.428,-4.235,-4.705,,-5.174,-33.713,0.0,0.0,ABC6,3.06
HfFeH6,0.055,-0.139,0,p3m1,1.741,,3.294,1.741,,3.294,-3.502,-4.372,,-5.242,-37.605,0.0,0.0,ABC6,1.948
HfI6Fe,0.103,-0.521,0,p312,0.781,,2.795,0.803,,2.795,-4.068,-4.458,,-4.849,-29.587,0.0,0.0,ABC6,3.422
ZrFeBr6,0.0,-0.961,0,p312,0.871,,3.164,0.891,,3.197,-4.379,-4.815,,-5.25,-33.638,0.0,0.0,ABC6,3.062
ZrFeCl6,0.108,-1.32,0,p312,1.048,,3.545,1.065,,3.564,-4.582,-5.106,,-5.631,-37.715,0.0,0.0,ABC6,3.093
ZrFeH6,0.098,-0.137,0,p3m1,1.61,,3.173,1.61,,3.173,-3.599,-4.404,,-5.209,-37.489,0.0,0.0,ABC6,1.92
ZrI6Fe,0.09,-0.535,0,p312,0.661,,2.598,0.679,,2.598,-4.248,-4.578,,-4.909,-29.598,0.0,0.0,ABC6,3.399
PdGaBr6,0.028,-0.544,1,c211,0.355,,1.429,0.469,,1.499,-5.687,-5.864,,-6.042,-20.586,-0.502,-0.037,ABC6,2.763
MnGeCl6,0.095,-0.887,1,p312,0.273,,2.129,0.348,,2.147,-5.513,-5.65,,-5.786,-32.042,0.043,-0.195,ABC6,2.73
Mo2KBr6O2,0.0,-1.218,0,pmmm,0.0,,,0.0,,,,-5.672,,,-56.773,0.0,0.0,AB2C2D6,1.701
HfMnBr6,0.0,-1.209,1,p312,0.016,,,0.075,,,-4.935,-4.943,,-4.951,-36.398,0.099,-0.54,ABC6,2.786
Mo2I6KO2,0.025,-0.912,0,pmmm,0.0,,,0.0,,,,-4.868,,,-52.78,0.0,0.0,AB2C2D6,1.959
HfMnCl6,0.0,-1.575,1,p312,0.034,,,0.08,,,-5.223,-5.24,,-5.257,-40.534,0.54,-2.388,ABC6,2.752
HfI6Mn,0.0,-0.743,1,p312,1.359,,2.788,1.359,,2.788,-4.207,-4.887,,-5.566,-32.04,-0.098,-0.094,ABC6,3.218
HfNiBr6,0.0,-1.047,1,p312,1.355,,,1.375,,,-5.168,-5.845,,-6.523,-32.639,0.017,0.015,ABC6,2.889
W2KBr6O2,0.0,-1.238,0,pmmm,0.0,,,0.0,,,,-5.254,,,-57.569,0.0,0.0,AB2C2D6,1.724
W2KCl6O2,0.0,-1.503,0,pmmm,0.0,,,0.0,,,,-5.596,,,-61.686,0.0,0.0,AB2C2D6,1.687
W2I6KO2,0.023,-0.902,0,pmmm,0.0,,,0.0,,,,-4.629,,,-53.23,0.0,0.0,AB2C2D6,1.977
HfNiCl6,0.0,-1.395,1,p312,1.62,,4.523,1.62,,4.576,-5.488,-6.298,,-7.108,-36.627,-0.035,-0.032,ABC6,2.885
HfNiF6,0.024,-3.035,1,p312,1.91,,6.181,1.924,,6.188,-5.686,-6.641,,-7.596,-48.551,-0.032,-0.027,ABC6,2.208
HfI6Ni,0.011,-0.616,1,p312,0.862,,,0.915,,,-4.8,-5.231,,-5.662,-28.555,0.492,0.491,ABC6,3.287
HfPdBr6,0.0,-0.988,1,p312,0.642,,2.003,0.658,,2.031,-5.432,-5.753,,-6.074,-28.739,0.151,0.15,ABC6,2.868
HfPdCl6,0.05,-1.293,1,p312,0.805,,2.459,0.845,,2.499,-5.827,-6.229,,-6.632,-32.379,-0.117,-0.12,ABC6,2.855
HfPdF6,0.075,-2.811,1,p312,1.38,,3.959,1.442,,4.004,-6.584,-7.274,,-7.964,-43.338,-0.131,-0.142,ABC6,2.16
HfPdI6,0.061,-0.613,1,p312,0.384,,1.368,0.386,,1.376,-4.985,-5.177,,-5.369,-25.103,2.055,2.056,ABC6,3.263
HfZnF6,0.025,-3.284,0,p312,5.932,,8.573,5.932,,8.573,-3.721,-6.687,,-9.653,-44.48,0.0,0.0,ABC6,2.216
InMnBr6,0.0,-0.77,1,c211,0.394,,1.721,0.428,,1.769,-5.91,-6.107,,-6.304,-28.144,-0.547,-0.324,ABC6,2.707
NbInBr6,0.006,-0.911,0,p312,0.792,,1.473,0.792,,1.474,-5.064,-5.46,,-5.856,-29.883,0.0,0.0,ABC6,2.498
TlInCl6,0.0,-0.924,0,p312,2.553,,3.724,2.56,,3.724,-5.594,-6.87,,-8.146,-23.363,0.0,0.0,ABC6,2.732
Mo2Br6NaO2,0.0,-1.181,0,pmmm,0.0,,,0.0,,,,-5.7,,,-56.461,0.0,0.0,AB2C2D6,1.7
Mo2NaCl6O2,0.0,-1.421,0,pmmm,0.0,,,0.0,,,,-6.171,,,-60.305,0.0,0.0,AB2C2D6,1.662
Mo2I6NaO2,0.019,-0.877,0,pmmm,0.0,,,0.0,,,,-4.884,,,-52.481,0.0,0.0,AB2C2D6,1.971
NbBr6Li,0.0,-1.079,0,p312,1.552,,2.937,1.558,,2.956,-5.466,-6.242,,-7.018,-30.358,0.0,0.0,ABC6,2.579
ScMnBr6,0.0,-1.224,1,c211,0.521,,1.826,0.554,,1.867,-5.877,-6.138,,-6.398,-33.676,-0.283,-0.079,ABC6,2.696
ZrMnBr6,0.0,-1.209,1,p312,1.643,,3.584,1.643,,3.584,-4.535,-5.356,,-6.178,-36.295,-0.042,-0.042,ABC6,2.795
W2Br6NaO2,0.0,-1.2,0,pmmm,0.0,,,0.0,,,,-5.271,,,-57.235,0.0,0.0,AB2C2D6,1.723
W2NaCl6O2,0.0,-1.462,0,pmmm,0.0,,,0.0,,,,-5.634,,,-61.32,0.0,0.0,AB2C2D6,1.685
ZrI6Mn,0.0,-0.756,1,p312,1.052,,2.559,1.052,,2.559,-4.531,-5.057,,-5.583,-32.04,-0.142,-0.142,ABC6,3.201
OsMoCl6,0.047,-0.647,1,c211,0.819,,2.009,0.853,,2.044,-4.553,-4.962,,-5.371,-38.277,-0.533,-1.161,ABC6,3.279
PdNiF6,0.0,-1.554,1,c2/m11,0.424,,2.061,0.482,,2.205,-7.579,-7.79,,-8.002,-33.016,0.365,0.397,ABC6,2.174
ZrNiBr6,0.0,-1.047,1,p312,1.301,,,1.352,,,-5.2,-5.85,,-6.501,-32.536,-0.002,-0.005,ABC6,2.872
ZrNiCl6,0.003,-1.386,1,p312,1.598,,4.484,1.598,,4.539,-5.509,-6.308,,-7.107,-36.451,-0.035,-0.032,ABC6,2.869
ZrNiF6,0.033,-3.039,1,p312,1.9,,6.164,1.913,,6.174,-5.665,-6.615,,-7.565,-48.48,-0.023,-0.018,ABC6,2.194
ZrNiF6,0.162,-2.909,0,c211,0.409,,,0.417,,,-6.356,-6.561,,-6.766,-47.446,0.0,0.0,ABC6,2.038
ZrI6Ni,0.0,-0.628,1,p312,0.851,,2.561,0.899,,2.632,-4.832,-5.258,,-5.683,-28.548,0.39,0.387,ABC6,3.267
ZrP2O6H2,0.0,-2.17,0,p-3m1,4.28,,6.395,4.28,,6.395,-2.259,-4.4,,-6.54,-79.395,0.0,0.0,AB2C2D6,1.193
OsRuCl6,0.03,-0.444,0,c211,0.274,,1.196,0.276,,1.196,-5.276,-5.413,,-5.55,-34.92,0.0,0.0,ABC6,3.252
ZrPdBr6,0.0,-0.988,1,p312,0.628,,1.974,0.645,,2.005,-5.457,-5.771,,-6.085,-28.635,0.087,0.085,ABC6,2.854
ZrPdCl6,0.059,-1.284,1,p312,0.79,,2.434,0.831,,2.473,-5.849,-6.244,,-6.639,-32.202,-0.125,-0.129,ABC6,2.837
Hf2Ti2Br7Cl,0.009,-1.21,0,p1,0.529,,1.097,0.591,,1.154,-3.784,-4.048,,-4.313,-55.785,0.0,0.0,AB2C2D7,3.646
ZrPdF6,0.085,-2.815,1,p312,1.375,,3.952,1.441,,3.999,-6.575,-7.263,,-7.951,-43.263,-0.131,-0.142,ABC6,2.148
ZrPdI6,0.05,-0.625,1,p312,0.366,,1.341,0.369,,1.351,-5.016,-5.2,,-5.383,-25.095,1.703,1.704,ABC6,3.247
Nb2K2Br12,0.0,-1.159,0,p2_111,1.619,,3.052,1.623,,3.057,-5.302,-6.112,,-6.922,-60.657,0.0,0.0,ABC6,1.762
Nb2K2Cl12,0.0,-1.519,0,p2_111,2.41,,4.055,2.418,,4.064,-5.425,-6.63,,-7.835,-68.818,0.0,0.0,ABC6,1.717
Te2Fe3Ga,0.034,-0.15,1,p-6m2,0.0,,,0.0,,,,-4.342,,,-37.337,-1.293,-1.276,AB2C3,4.686
Nb2K2F12,0.0,-3.326,0,p2_1/m11,5.488,,8.177,5.491,,8.179,-4.66,-7.404,,-10.148,-95.354,0.0,0.0,ABC6,1.941
Nb2I12K2,0.009,-0.714,0,p2_111,0.615,,1.716,0.615,,1.716,-5.106,-5.414,,-5.722,-52.259,0.0,0.0,ABC6,2.114
Mn3GeS2,0.079,-0.259,1,p-6m2,0.0,,,0.0,,,,-4.728,,,-43.378,0.11,0.105,AB2C3,4.222
Ta2K2Br12,0.0,-1.205,0,p2_111,2.038,,3.385,2.04,,3.387,-4.954,-5.973,,-6.992,-60.372,0.0,0.0,ABC6,1.758
Ta2K2Cl12,0.0,-1.584,0,p2_111,2.886,,4.44,2.894,,4.447,-5.013,-6.456,,-7.899,-68.84,0.0,0.0,ABC6,1.719
