Formula,Band gap (G₀W₀) (eV),Direct band gap (G₀W₀) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),Energy above hull (eV/atom),Heat of formation (eV/atom),Magnetic,Band gap (PBE) (eV),Band gap (HSE06) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),CBM wrt. vacuum (PBE) (eV),Fermi level wrt. vacuum (PBE) (eV),VBM wrt. vacuum (PBE) (eV),Energy (eV),"Magnetic anisotropy energy, xz (meV/unit cell)","Magnetic anisotropy energy, yz (meV/unit cell)",Vacuum level (eV)
Cu2Ge2S6,,,0.0,,0.061,-0.251,0.0,0.0,1.169,0.0,1.3096666666666668,-4.986,-5.23,-5.296,-43.366,1.3877787807814457e-17,0.0,1.321
Ta2S4Cl4,,,1.55,2.422,0.017,-1.033,0.0,1.55,2.422,1.55,2.422,-3.848,-4.623,-5.398,-53.415,1.3877787807814457e-17,0.0,1.898
Cr2Br4,,,0.701,2.838,0.063,-0.691,1.0000000000000002,0.495,2.6,0.701,2.838,-4.458,-4.705,-4.953,-29.3,-0.34,-0.378,2.877
In4I4S4,,,1.875,2.789,0.0,-0.561,0.0,1.875,2.789,1.875,2.789,-4.329,-5.266,-6.204,-40.016,1.3877787807814457e-17,0.0,1.856
AuTlI3Br,,,0.741,1.474,0.008,-0.318,0.0,0.493,1.275,0.741,1.474,-5.38,-5.626,-5.873,-13.552999999999997,1.3877787807814457e-17,0.0,2.712
I4Cu4S4,,,0.626,1.193,0.038,-0.10999999999999988,0.0,0.5679999999999998,1.158,0.626,1.193,-5.425,-5.709,-5.993,-38.248,1.3877787807814457e-17,0.0,1.998
ZrFeH6,,,1.61,3.173,0.098,-0.137,0.0,1.61,3.173,1.61,3.173,-3.599,-4.404,-5.209,-37.489,1.3877787807814457e-17,0.0,1.92
Hg2Cu2Cl6,,,0.676,2.677,0.005999999999999998,-0.569,0.0,0.676,2.677,0.676,2.677,-5.203,-5.542,-5.88,-25.524,1.3877787807814457e-17,0.0,2.935
Bi2Sb2Se6,,,0.938,1.482,0.092,-0.23399999999999999,0.0,0.937,1.474,0.938,1.482,-4.551,-5.019,-5.488,-41.396,1.3877787807814457e-17,0.0,3.562
Sb2Ga2O6,,,3.759,4.985,0.0,-1.612,0.0,3.759,4.973,3.759,4.985,-1.7599999999999998,-3.639,-5.519,-61.48,1.3877787807814457e-17,0.0,3.326
Pt2Se4,,,1.56,2.442,0.103,-0.31,0.0,1.441,2.297,1.56,2.442,-3.949,-4.67,-5.391,-28.5,1.3877787807814457e-17,0.0,2.794
Zr2Se2C,,,0.0,,0.089,-1.081,0.0,0.0,0.5863333333333334,0.0,0.79,-5.679,-5.748,-5.862,-36.398,1.3877787807814457e-17,0.0,6.229
Cu2Se3Br2P4,,,0.964,2.556,0.04,-0.14800000000000002,0.0,0.96,2.556,0.964,2.556,-4.347,-4.827,-5.307,-44.054,1.3877787807814457e-17,0.0,1.539
In2I6,,,1.631,2.459,0.003999999999999997,-0.513,0.0,1.597,2.396,1.631,2.459,-4.506,-5.305,-6.103,-18.502,1.3877787807814457e-17,0.0,3.061
Tl2Ni4S6,,,0.868,1.543,0.0020000000000000018,-0.37400000000000005,0.0,0.8440000000000001,1.462,0.868,1.543,-3.762,-4.183,-4.605,-62.943,1.3877787807814457e-17,0.0,1.767
AgAlP2S6,,,2.102,3.325,0.0,-0.433,0.0,1.933,3.132,2.102,3.325,-3.958,-4.925,-5.891,-46.108,1.3877787807814457e-17,0.0,2.003
Hf2Se6,,,0.569,1.39,0.0030000000000000027,-1.016,0.0,0.272,0.8850000000000002,0.569,1.39,-4.89,-5.025,-5.161,-44.039,1.3877787807814457e-17,0.0,5.138
Ni5GaCl2,,,0.0,,0.143,-0.275,1.0000000000000002,0.0,0.6796666666666666,0.0,0.804,-4.259333333333333,-4.669,-4.5183333333333335,-44.91,0.6359999999999999,0.636,4.584
Ga2BrCl5,,,3.38,4.624,0.022,-1.038,0.0,3.333,4.579,3.38,4.624,-4.243,-5.91,-7.577,-24.618,1.3877787807814457e-17,0.0,2.804
SrIVCl3,,,1.356,3.861,0.066,-1.607,1.0000000000000002,1.219,3.719,1.356,3.861,-3.479,-4.089,-4.698,-26.671,0.03900000000000001,-0.12099999999999998,2.884
Ni2As4Cl4O6,,,1.225,4.449,0.075,-0.928,1.0000000000000002,1.208,4.449,1.225,4.449,-4.966,-5.57,-6.174,-85.879,-0.419,-0.15000000000000002,1.797
Re2As2Se2,,,0.761,1.379,0.088,-0.14200000000000002,0.0,0.756,1.379,0.761,1.379,-4.29,-4.669,-5.047,-40.46,1.3877787807814457e-17,0.0,4.718
Ge2P2S6,,,1.697,2.528,0.028,-0.241,0.0,1.406,2.096,1.697,2.528,-4.362,-5.065,-5.768,-46.636,1.3877787807814457e-17,0.0,3.481
AsBrS,2.514,2.96,1.813,2.478,0.028,-0.256,0.0,1.387,2.037,1.813,2.478,-4.748,-5.441,-6.135,-11.094000000000001,1.3877787807814457e-17,0.0,3.096
I2V,,,1.221,3.416,0.0,-0.49,1.0000000000000002,1.202,3.395,1.221,3.416,-3.345,-3.947,-4.548,-12.951999999999998,0.015,0.015,3.425
VCl2,3.459,3.561,1.413,3.946,0.0,-1.174,1.0000000000000002,1.354,3.894,1.413,3.946,-3.33,-4.007,-4.684,-15.615000000000002,-0.033,-0.034000000000000016,3.055
Cr2Cl4,,,0.944,3.372,0.053,-0.986,1.0000000000000002,0.753,3.151,0.944,3.372,-4.491,-4.868,-5.244,-31.873,0.113,-0.344,1.594
ZrMnBr6,,,1.643,3.584,0.0,-1.209,1.0000000000000002,1.643,3.584,1.643,3.584,-4.535,-5.356,-6.178,-36.295,-0.04200000000000001,-0.041999999999999996,2.795
Mn2Cl2F2,,,2.02,4.436,0.06,-1.657,1.0000000000000002,2.02,4.436,2.02,4.436,-3.87,-4.88,-5.89,-36.122,0.013999999999999999,0.012999999999999998,2.629
In2Te2S8H2,,,1.987,2.96,0.08,-0.17000000000000004,0.0,1.96,2.9,1.987,2.96,-3.922,-4.902,-5.882,-53.589,1.3877787807814457e-17,0.0,1.838
Ga4S6,,,1.796,2.591,0.044,-0.619,0.0,1.783,2.574,1.796,2.591,-4.875,-5.767,-6.659,-42.274,1.3877787807814457e-17,0.0,2.621
Nb2Se4Cl4,,,1.08,1.824,0.0,-0.97,0.0,1.08,1.824,1.08,1.824,-4.159,-4.699,-5.239,-51.422,1.3877787807814457e-17,0.0,1.909
Co2S4H2,,,0.508,1.315,0.017,-0.32899999999999996,0.0,0.3639999999999999,1.204,0.508,1.315,-4.899,-5.081,-5.263,-42.054,1.3877787807814457e-17,0.0,3.901
In2Se2Br2,,,1.23,1.887,0.05,-0.657,0.0,1.23,1.887,1.23,1.887,-4.928,-5.543,-6.158,-19.604,1.3877787807814457e-17,0.0,3.459
Zr2P2S6,,,0.933,1.657,0.199,-0.822,0.0,0.759,1.498,0.933,1.657,-4.801,-5.181,-5.56,-58.221,1.3877787807814457e-17,0.0,3.409
Se4O8,,,2.822,3.98,0.023,-0.679,0.0,2.822,3.98,2.822,3.98,-4.268,-5.679,-7.09,-63.076,1.3877787807814457e-17,0.0,1.487
Sn2Te6As2,,,0.53,0.813,0.081,-0.039000000000000035,0.0,0.45500000000000007,0.722,0.53,0.813,-4.393,-4.62,-4.848,-37.058,1.3877787807814457e-17,0.0,3.652
Te2As2O10H2,,,3.44,4.89,0.0,-1.114,0.0,3.389,4.857,3.44,4.89,-4.483,-6.178,-7.872,-91.45,1.3877787807814457e-17,0.0,2.058
Sb2P2O8,,,4.475,5.904,0.0049999999999999975,-1.864,0.0,4.374,5.77,4.475,5.904,-2.357,-4.544,-6.731,-82.903,1.3877787807814457e-17,0.0,1.452
HgSe,,,0.117,0.423,0.157,-0.08899999999999997,0.0,0.11699999999999999,0.42300000000000026,0.11699999999999999,0.42300000000000004,-5.368,-5.427,-5.485,-4.545000000000002,1.3877787807814457e-17,0.0,1.998
Cd2Br2Cl2,,,3.226,4.446,0.022,-0.988,0.0,3.226,4.446,3.226,4.446,-4.188,-5.801,-7.414,-14.52,1.3877787807814457e-17,0.0,2.497
Ni3P2S8,,,1.141,2.89,0.0,-0.295,0.0,1.053,2.89,1.141,2.89,-4.865,-5.391,-5.917,-68.928,1.3877787807814457e-17,0.0,1.728
Pd4Te4As4,,,0.729,1.425,0.067,-0.271,0.0,0.495,0.9670000000000003,0.729,1.425,-4.754,-5.002,-5.249,-50.007,1.3877787807814457e-17,0.0,2.381
Pt2Br2Cl2,,,1.162,2.465,0.016,-0.33,0.0,0.949,2.255,1.162,2.465,-4.687,-5.161,-5.635,-21.429,1.3877787807814457e-17,0.0,2.611
SbSeBr,2.164,2.522,1.413,1.989,0.0,-0.444,0.0,1.069,1.649,1.413,1.989,-4.909,-5.444,-5.979,-10.805999999999997,1.3877787807814457e-17,0.0,3.108
I6Sc2,,,2.05,3.724,0.0,-1.289,0.0,1.851,3.428,2.05,3.724,-4.077,-5.002,-5.928,-28.499,1.3877787807814457e-17,0.0,3.066
RhGaCl2O2,,,0.613,2.023,0.057,-1.106,0.0,0.613,2.004,0.613,2.023,-5.032,-5.339,-5.645,-30.506,1.3877787807814457e-17,0.0,3.85
Te3Cu2As4Br2,,,0.767,1.858,0.045,-0.10999999999999988,0.0,0.761,1.858,0.767,1.858,-4.184,-4.565,-4.946,-40.001,1.3877787807814457e-17,0.0,1.498
PtK2O6H6,,,2.849,4.681,0.0,-1.152,0.0,2.843,4.68,2.849,4.681,-1.642,-3.064,-4.485,-76.763,1.3877787807814457e-17,0.0,0.9119999999999999
ZrIBr,1.59,2.183,1.399,1.872,0.039,-1.086,0.0,0.774,1.174,1.399,1.872,-2.762,-3.149,-3.536,-13.724000000000004,1.3877787807814457e-17,0.0,4.163
Sb2Te2O10H2,,,2.638,3.889,0.084,-1.09,0.0,2.555,3.844,2.638,3.889,-5.1,-6.378,-7.655,-90.554,1.3877787807814457e-17,0.0,2.113
Ru2Te4,,,0.686,1.142,0.11699999999999999,-0.21899999999999997,0.0,0.642,1.071,0.686,1.142,-4.033,-4.354,-4.675,-33.057,1.3877787807814457e-17,0.0,4.356
Zr2I2C,,,0.0,,0.0,-0.933,0.0,0.0,0.8863333333333334,0.0,1.224,-4.490666666666667,-3.722,-4.814333333333333,-31.646,1.3877787807814457e-17,0.0,5.682
BaI2,,,4.082,5.101,0.021,-1.816,0.0,3.873,4.874,4.082,5.101,-2.668,-4.604,-6.541,-10.232,1.3877787807814457e-17,0.0,2.945
PbBi2Se4,,,0.547,0.95,0.0,-0.44599999999999995,0.0,0.28900000000000003,0.756,0.547,0.95,-5.663,-5.807,-5.952,-30.16,1.3877787807814457e-17,0.0,3.528
Hg2Ag2I2Se2,,,1.035,1.88,0.023,-0.23399999999999999,0.0,1.034,1.88,1.035,1.88,-4.498,-5.015,-5.532,-19.245,1.3877787807814457e-17,0.0,1.633
Ni2CuO4,,,0.0,,0.0,-0.677,0.0,0.0,0.9520000000000002,0.0,0.9573333333333334,-6.320333333333333,-7.028,-6.517333333333333,-43.41,1.3877787807814457e-17,0.0,3.315
Ta2Ir2Te8,,,0.047,0.132,0.006999999999999999,-0.39,0.0,0.04699999999999993,0.11899999999999977,0.04699999999999993,0.13200000000000012,-4.312,-4.336,-4.359,-68.501,1.3877787807814457e-17,0.0,2.394
Ta2PdS6,,,0.0,,0.0,-0.885,0.0,0.0,0.7293333333333334,0.0,0.7293333333333334,-4.935666666666666,-5.585,-5.354666666666667,-55.883,1.3877787807814457e-17,0.0,2.136
SnSb2Se4,,,0.67,0.899,0.0,-0.31100000000000005,0.0,0.368,0.6939999999999997,0.67,0.899,-5.045,-5.229,-5.413,-28.98,1.3877787807814457e-17,0.0,3.492
V2S4Cl4,,,0.989,2.232,0.021,-0.84,0.0,0.989,2.232,0.989,2.232,-4.667,-5.162,-5.657,-48.904,1.3877787807814457e-17,0.0,3.239
Sn4Sb8,,,0.814,1.232,0.02,0.020000000000000018,0.0,0.735,1.104,0.8140000000000001,1.232,-3.858,-4.225,-4.593,-51.229,1.3877787807814457e-17,0.0,2.123
VCuP2S6,,,0.328,1.712,0.04,-0.391,1.0000000000000002,0.30600000000000005,1.658,0.32800000000000007,1.712,-5.098,-5.251,-5.405,-51.311,0.057,0.009999999999999995,2.017
Nb4Si2S8,,,0.372,0.591,0.07,-0.93,0.0,0.34299999999999997,0.5549999999999999,0.3719999999999999,0.591,-4.684,-4.856,-5.027,-97.755,1.3877787807814457e-17,0.0,2.249
Zr2Sn2Te8,,,0.568,1.087,0.012,-0.551,0.0,0.498,1.029,0.568,1.087,-4.042,-4.291,-4.54,-55.173,1.3877787807814457e-17,0.0,2.263
PbNa2S6H6,,,1.52,2.412,0.075,-0.359,0.0,1.498,2.375,1.52,2.412,-4.13,-4.879,-5.628,-56.171,1.3877787807814457e-17,0.0,1.085
Mn3Cl6,,,1.932,4.971,0.039,-1.021,1.0000000000000002,1.91,4.962,1.932,4.971,-4.377,-5.332,-6.287,-49.05,-0.11800000000000002,-0.09700000000000002,1.973
Y2S2F2,,,3.318,4.495,0.07,-3.024,0.0,2.693,3.8,3.318,4.495,-2.842,-4.189,-5.535,-38.858,1.3877787807814457e-17,0.0,3.055
W2Mo2Te8,,,0.862,1.279,0.011,-0.20699999999999996,0.0,0.862,1.279,0.862,1.279,-3.743,-4.173,-4.604,-73.497,1.3877787807814457e-17,0.0,4.791
Pt4Br8,,,1.303,2.542,0.0,-0.269,0.0,1.302,2.538,1.303,2.542,-4.435,-5.086,-5.737,-41.316,1.3877787807814457e-17,0.0,1.336
CoSe6NaP2,,,0.525,1.717,0.049,-0.33,0.0,0.525,1.717,0.525,1.717,-4.863,-5.125,-5.388,-44.458,1.3877787807814457e-17,0.0,1.975
ZrPdBr6,,,0.645,2.005,0.0,-0.988,1.0000000000000002,0.628,1.974,0.645,2.005,-5.457,-5.771,-6.085,-28.635,0.087,0.085,2.854
MnBr2,3.797,3.977,1.695,4.556,0.0,-0.783,1.0000000000000002,1.477,4.289,1.695,4.556,-4.389,-5.128,-5.866,-15.233,-0.055999999999999994,-0.05600000000000001,2.965
Hf2Te8Si2,,,0.611,1.157,0.012,-0.43,0.0,0.611,1.157,0.611,1.157,-3.922,-4.228,-4.533,-56.612,1.3877787807814457e-17,0.0,2.31
Ag2As4Se3Br2,,,1.437,2.572,0.017999999999999995,-0.16700000000000004,0.0,1.437,2.572,1.437,2.572,-4.115,-4.833,-5.552,-39.786,1.3877787807814457e-17,0.0,1.444
In2TeI2S,,,0.833,1.556,0.09,-0.416,0.0,0.833,1.556,0.833,1.556,-4.116,-4.532,-4.949,-18.263999999999996,1.3877787807814457e-17,0.0,2.929
Sn2Se2,1.629,1.643,0.987,1.417,0.043,-0.389,0.0,0.923,1.345,0.987,1.417,-3.453,-3.914,-4.375,-16.632999999999996,1.3877787807814457e-17,0.0,3.394
Tl4F4,,,3.545,4.645,0.017,-1.807,0.0,3.362,4.474,3.545,4.645,-2.204,-3.885,-5.566,-30.79,1.3877787807814457e-17,0.0,2.502
Y2S4Cl4,,,1.669,2.516,0.044,-1.568,0.0,1.586,2.425,1.669,2.516,-4.881,-5.673,-6.466,-48.518,1.3877787807814457e-17,0.0,2.77
YCl2,1.852,2.653,1.054,1.774,0.046,-2.048,1.0000000000000002,0.3739999999999999,0.9990000000000001,1.054,1.774,-3.714,-3.901,-4.088,-14.407,-0.000999999999999987,-0.0010000000000000009,3.476
Cd2Cu2Se2Cl2,,,0.84,2.442,0.081,-0.543,0.0,0.84,2.442,0.84,2.442,-4.276,-4.696,-5.116,-24.084,1.3877787807814457e-17,0.0,1.553
W2O4F4,,,3.257,4.936,0.0,-2.59,0.0,2.36,3.9720000000000004,3.257,4.936,-6.43,-7.61,-8.789,-75.711,1.3877787807814457e-17,0.0,1.361
CdI2,,,2.335,3.29,0.0030000000000000027,-0.627,0.0,2.335,3.29,2.335,3.29,-3.723,-4.891,-6.059,-5.765000000000001,1.3877787807814457e-17,0.0,2.565
Cu4Cl4O4H4,,,0.424,2.491,0.028999999999999998,-0.712,1.0000000000000002,0.403,2.462,0.42399999999999993,2.491,-6.318,-6.52,-6.721,-67.028,-0.098,-0.15400000000000003,1.694
Hg2Cu2S2Cl2,,,0.792,2.346,0.042,-0.36500000000000005,0.0,0.792,2.346,0.792,2.346,-4.684,-5.08,-5.476,-23.77,1.3877787807814457e-17,0.0,1.583
Zr2Te8Ti2,,,0.159,0.777,0.118,-0.68,0.0,0.11699999999999999,0.744,0.15900000000000003,0.7770000000000001,-5.155,-5.213,-5.272,-61.981,1.3877787807814457e-17,0.0,4.13
Sb2I6,,,1.953,2.624,0.0,-0.37400000000000005,0.0,1.826,2.484,1.953,2.624,-4.22,-5.133,-6.046,-20.671,1.3877787807814457e-17,0.0,2.985
Cd2I2Cu2S2,,,1.186,2.732,0.055,-0.413,0.0,1.182,2.722,1.186,2.732,-3.771,-4.362,-4.954,-23.622,1.3877787807814457e-17,0.0,1.717
Cu2Br2,3.318,3.318,1.496,3.475,0.03,-0.274,0.0,1.496,3.475,1.496,3.475,-3.722,-4.47,-5.218,-11.619,1.3877787807814457e-17,0.0,2.827
HfPdI6,,,0.386,1.376,0.061,-0.613,1.0000000000000002,0.3839999999999999,1.368,0.386,1.376,-4.985,-5.177,-5.369,-25.103,2.055,2.0560000000000005,3.263
Bi2MnS4,,,0.508,1.62,0.036,-0.381,1.0000000000000002,0.277,1.195,0.508,1.62,-5.331,-5.469,-5.608,-38.047,0.289,0.288,3.435
I6Mg2Li2,,,3.565,4.514,0.053,-1.097,0.0,3.565,4.514,3.565,4.514,-2.37,-4.153,-5.935,-26.856,1.3877787807814457e-17,0.0,2.903
V2Se4Br4,,,0.682,1.814,0.052,-0.592,0.0,0.68,1.81,0.682,1.814,-4.539,-4.879,-5.219,-43.237,1.3877787807814457e-17,0.0,3.247
BaO2H2,,,3.659,5.285,0.028,-1.814,0.0,3.659,5.261,3.659,5.285,-1.279,-3.108,-4.938,-27.796,1.3877787807814457e-17,0.0,1.798
Nb2Pd2S10,,,0.0,,0.077,-0.542,0.0,0.0,0.954,0.0,0.978333333333333,-5.88,-5.897,-6.2156666666666665,-76.659,1.3877787807814457e-17,0.0,2.061
Pd3NiSe8,,,0.524,0.887,0.016,-0.266,0.0,0.382,0.702,0.524,0.887,-4.829,-5.02,-5.211,-49.763,1.3877787807814457e-17,0.0,3.515
I4KGaO12,,,2.994,4.405,0.026,-0.526,0.0,2.984,4.402,2.994,4.405,-4.143,-5.635,-7.127,-80.999,1.3877787807814457e-17,0.0,2.038
Te4VAl2,,,0.355,1.244,0.035,-0.37400000000000005,1.0000000000000002,0.17799999999999994,1.195,0.355,1.244,-3.575,-3.664,-3.753,-31.438,0.272,0.272,3.197
MoCu2S4,,,1.549,2.871,0.03,-0.486,0.0,1.17,2.617,1.549,2.871,-4.534,-5.119,-5.704,-38.27,1.3877787807814457e-17,0.0,2.811
PtSeS,,,1.432,2.132,0.012,-0.39199999999999996,0.0,1.33,2.017,1.432,2.132,-4.47,-5.135,-5.8,-15.091999999999999,1.3877787807814457e-17,0.0,3.672
Ta3TeCl7,,,0.802,1.51,0.0,-1.193,0.0,0.802,1.5100000000000002,0.802,1.51,-4.204,-4.605,-5.006,-58.274,1.3877787807814457e-17,0.0,1.91
Sr4As4S8Cl4,,,2.183,3.084,0.042,-1.215,0.0,2.071,2.976,2.183,3.084,-3.89,-4.926,-5.961,-89.42,1.3877787807814457e-17,0.0,2.852
Rh2Br6,,,1.364,2.776,0.0,-0.495,0.0,1.344,2.737,1.364,2.776,-4.691,-5.363,-6.035,-27.761,1.3877787807814457e-17,0.0,2.969
Fe2S4,,,0.722,1.59,0.148,-0.38299999999999995,0.0,0.654,1.331,0.722,1.59,-5.065,-5.392,-5.719,-36.692,1.3877787807814457e-17,0.0,3.963
Cd2P2S6,,,2.315,3.341,0.0,-0.416,0.0,1.887,2.921,2.315,3.341,-4.319,-5.262,-6.205,-41.216,1.3877787807814457e-17,0.0,3.62
Tl2As2O6,,,3.055,4.564,0.033,-1.031,0.0,2.854,4.438,3.055,4.564,-2.169,-3.596,-5.023,-55.379,1.3877787807814457e-17,0.0,1.785
Rh2As2O6,,,0.934,2.77,0.089,-0.904,0.0,0.857,2.726,0.934,2.77,-3.829,-4.258,-4.686,-63.402,1.3877787807814457e-17,0.0,3.334
HfMo2O8,,,3.399,5.212,0.0,-2.478,0.0,3.311,5.134,3.399,5.212,-5.485,-7.14,-8.796,-98.163,1.3877787807814457e-17,0.0,1.643
V2Se4Cl4,,,0.647,1.772,0.089,-0.739,0.0,0.647,1.6919999999999997,0.6469999999999999,1.772,-4.545,-4.868,-5.192,-45.508,1.3877787807814457e-17,0.0,3.271
Ta4Te12Cl2,,,0.711,1.136,0.017,-0.418,0.0,0.706,1.136,0.7109999999999999,1.136,-3.893,-4.246,-4.599,-88.818,1.3877787807814457e-17,0.0,1.969
Cd2Br2S2,,,1.898,2.812,0.096,-0.578,0.0,1.874,2.793,1.898,2.812,-4.618,-5.555,-6.491,-16.646,1.3877787807814457e-17,0.0,4.16
Ti2S4Cl4,,,1.084,2.576,0.027,-1.175,0.0,1.018,2.523,1.084,2.576,-5.155,-5.664,-6.173,-48.578,1.3877787807814457e-17,0.0,3.157
BaS2H2,,,3.774,4.778,0.015,-0.966,0.0,3.774,4.778,3.774,4.778,-1.436,-3.323,-5.21,-21.465,1.3877787807814457e-17,0.0,2.041
In2Se6Al2,,,1.685,2.424,0.055,-0.648,0.0,1.685,2.424,1.685,2.424,-4.3,-5.143,-5.986,-40.379,1.3877787807814457e-17,0.0,2.712
Te4Cu4Cl4,,,0.946,1.343,0.003999999999999997,-0.339,0.0,0.94,1.339,0.946,1.343,-5.372,-5.842,-6.312,-38.734,1.3877787807814457e-17,0.0,1.713
Cu4O4F4H4,,,0.46,2.845,0.078,-1.069,1.0000000000000002,0.45999999999999996,2.835,0.45999999999999996,2.845,-6.416,-6.646,-6.877,-71.943,-0.314,-0.266,1.369
Sr2O4F4H8,,,5.779,7.695,0.074,-2.005,0.0,5.779,7.695,5.779,7.695,-2.233,-5.123,-8.012,-92.876,1.3877787807814457e-17,0.0,1.182
Sb2Mn2S4Cl2,,,0.55,1.895,0.084,-0.496,1.0000000000000002,0.355,1.619,0.5499999999999999,1.895,-4.347,-4.524,-4.701,-53.088,0.267,0.942,1.578
Se2Li6O8H2,,,4.615,5.856,0.0,-1.6190000000000002,0.0,4.572,5.856,4.615,5.856,-0.9159999999999999,-3.202,-5.488,-95.084,1.3877787807814457e-17,0.0,1.085
Sb4B4O12,,,3.856,5.051,0.005999999999999998,-1.877,0.0,3.856,5.051,3.856,5.051,-2.4779999999999998,-4.405,-6.333,-143.469,1.3877787807814457e-17,0.0,1.727
V4O8,,,0.503,1.639,0.083,-2.239,0.0,0.30400000000000005,1.552,0.503,1.6390000000000002,-6.587,-6.739,-6.892,-101.961,1.3877787807814457e-17,0.0,2.136
Rh2Cl6,,,1.59,3.207,0.0,-0.682,0.0,1.59,3.19,1.59,3.207,-4.956,-5.751,-6.546,-30.462,1.3877787807814457e-17,0.0,2.994
Rb2Br2Cl8,,,2.415,3.661,0.0,-0.672,0.0,2.415,3.661,2.415,3.661,-5.236,-6.444,-7.651,-27.335,1.3877787807814457e-17,0.0,1.346
Mn2P2S6,,,0.108,,0.031,-0.372,1.0000000000000002,0.1080000000000001,1.7409999999999999,0.1080000000000001,1.7786666666666666,-5.167,-5.221,-5.275,-58.356,0.306,0.306,2.013
Pd5InI2,,,0.0,,0.0,-0.349,0.0,0.0,0.5063333333333335,0.0,0.7016666666666664,-4.617,-4.489,-4.996,-27.616,1.3877787807814457e-17,0.0,5.137
Cr2P2S6,,,0.763,1.609,0.05,-0.43,1.0000000000000002,0.622,1.234,0.763,1.609,-4.553,-4.864,-5.176,-58.311,-0.10699999999999996,-0.107,3.629
RuCuSeCl3,,,0.291,0.82,0.061,-0.442,0.0,0.278,0.8200000000000001,0.2909999999999999,0.8199999999999998,-5.447,-5.586,-5.725,-24.631,1.3877787807814457e-17,0.0,3.17
PdGaBr6,,,0.469,1.499,0.028,-0.544,1.0000000000000002,0.355,1.429,0.46899999999999986,1.499,-5.687,-5.864,-6.042,-20.586,-0.502,-0.03699999999999999,2.763
Hf2N2F2,,,2.308,3.55,0.0,-2.579,0.0,2.308,3.55,2.308,3.55,-3.155,-4.309,-5.463,-50.367,1.3877787807814457e-17,0.0,3.375
AgGaBr4Cl2,,,0.466,1.176,0.078,-0.525,0.0,0.44399999999999995,1.145,0.46599999999999997,1.176,-6.618,-6.84,-7.062,-19.85,1.3877787807814457e-17,0.0,2.594
K4P4S8,,,2.504,3.466,0.013999999999999999,-0.651,0.0,2.494,3.462,2.504,3.466,-2.982,-4.229,-5.476,-69.382,1.3877787807814457e-17,0.0,1.693
In4Cl8,,,2.123,2.954,0.059,-0.981,0.0,2.067,2.881,2.123,2.954,-4.846,-5.88,-6.914,-37.107,1.3877787807814457e-17,0.0,2.384
Ir2PdNiSe8,,,0.453,1.057,0.039,-0.285,0.0,0.44399999999999995,1.033,0.45300000000000007,1.057,-4.708,-4.93,-5.152,-60.895,1.3877787807814457e-17,0.0,3.739
K4As4S8,,,2.472,3.408,0.0,-0.648,0.0,2.472,3.407,2.472,3.408,-2.794,-4.03,-5.266,-66.526,1.3877787807814457e-17,0.0,1.593
BiTeI,1.419,1.563,0.549,1.07,0.0030000000000000027,-0.371,0.0,0.4119999999999999,0.9289999999999998,0.549,1.07,-5.246,-5.452,-5.659,-10.469999999999999,1.3877787807814457e-17,0.0,3.325
Cd4Cl8,,,3.359,4.606,0.038,-1.079,0.0,3.359,4.606,3.359,4.606,-4.742,-6.422,-8.101,-30.942,1.3877787807814457e-17,0.0,3.244
Bi4I4Co2O6,,,0.62,2.811,0.102,-0.879,1.0000000000000002,0.62,2.811,0.62,2.811,-4.394,-4.704,-5.014,-85.88,3.4719999999999995,1.194,2.339
Zr2Br4S4,,,1.62,2.774,0.0,-1.24,0.0,1.575,2.73,1.62,2.774,-4.619,-5.406,-6.193,-49.854,1.3877787807814457e-17,0.0,3.153
Zr2Te2As,,,0.0,,0.0,-1.028,0.0,0.0,0.925,0.0,1.8796666666666666,-4.579666666666667,-4.887,-4.9446666666666665,-31.019999999999996,1.3877787807814457e-17,0.0,3.311
AgTe6CrP2,,,0.702,1.586,0.088,-0.051000000000000045,1.0000000000000002,0.5590000000000002,1.137,0.702,1.586,-4.286,-4.565,-4.845,-42.72,1.1150000000000002,1.118,2.136
IrCoBr5Cl,,,0.737,2.397,0.0,-0.415,0.0,0.726,2.366,0.737,2.397,-5.02,-5.383,-5.746,-30.529000000000003,1.3877787807814457e-17,0.0,3.038
Ag4Se4Cl4,,,0.837,1.28,0.067,-0.237,0.0,0.837,1.279,0.837,1.28,-6.032,-6.451,-6.869,-35.277,1.3877787807814457e-17,0.0,1.643
Sn6O6,,,2.326,3.083,0.036,-1.268,0.0,1.952,2.707,2.326,3.083,-2.797,-3.773,-4.749,-70.297,1.3877787807814457e-17,0.0,2.767
Hf2S4Cl4,,,1.89,3.007,0.010000000000000002,-1.393,0.0,1.823,2.95,1.89,3.007,-4.34,-5.251,-6.163,-52.392,1.3877787807814457e-17,0.0,3.229
Ni4Se6S2,,,0.178,0.507,0.016,-0.258,0.0,0.137,0.44000000000000017,0.17799999999999994,0.5070000000000001,-4.928,-4.996,-5.064,-61.134,1.3877787807814457e-17,0.0,3.507
Tl4As4Be4,,,0.389,0.823,0.082,0.02100000000000002,0.0,0.29000000000000004,0.7349999999999999,0.3890000000000001,0.8229999999999997,-3.295,-3.44,-3.584,-43.197,1.3877787807814457e-17,0.0,3.182
